id,text
498,Merhaba FLO mağazasından bir çift terlik aldım. Ürünü ikinci giymemde üründe soyulma meydana geldiği için incelemeye gönderdim ve red kararı vermişler. Üretim sorunu olan bir ürünü kullanıcı hatası olarak bana geri gönderiyorlar. Ürününün arkasında durmayan bir firma hiç yakıştıramadım. Güvenilir firma diye yıllardır tüm aile oradan alırız ama bir daha tercih etmeyeceğiz. Kesinlikle verilen kararı kabul etmiyorum. Gerekli tüm yerlere şikayet edeceğim (THH).
499,Allah aşkına malzemeden çalacaksanız indirim yapmayın@dominos @DominosTR @DominosDestek
500,TALEBİNİZE 48 SAAT İÇİNDE DÖNÜŞ YAPACAĞIZ !!! SİZE GÜVENİP ÜRÜNÜ KARŞI TARAFA GÖNDERDİM VE REZİL OLDUM !!! YAN ÜRÜNLER DE GİTMEMİŞŞSİZE GÜVENİP KARŞI TARAFA YAPTIĞIM SÜPRİZİN BİR ANLAMI KALMADI !!! BİR DAHA TÖVBE !!! @ciceksepeti @csdestek
501,Amsterdam gidiş dönüş uçak biletimi iptal etmek istiyorum. Size ulaşılamıyor acil dönüş bekliyorum. @pegasusdestek @ucurbenipegasus
502,@KTDestek böyle bir çekilişiniz var mı bana dolandırıcı gibi geldi bu tarz siteleri spamlamak gerekli yoksa müşterilerinizi zarara uğratırlar.
503,turktelekom gercegi kabullen ev telini artik sadece cep telefonumuz kaybolunca caldirmak icin kullaniyoruz..
504,Güzel ürün
505,@auzefkurumsal Harf notlarımiz ne zaman aciklanacak acaba ?
506,Niğde'den aradılar ve bana sadece 415 TL ödeyeceğimi söylediler. Daha sonra sözleşme yaptık ve şimdi 615 TL ödüyorum. İptal talebinde bulunmak istiyorum. Bu sözleşmeyi kabul etmiyorum. Lütfen gereken işlemleri yapın dönüşünüzü bekliyorum. Müşteri hizmetlerinizin aramasını ve şikayetimle ilgili geri dönüşünüzü bekliyorum.
507,VIP Kahramanmaraş Turizm'den sabah bilet aldım akşam 19.00 saatine iniş saatini ayarlamak için. Sabah erkenden inmek istedim ama VIP Kahramanmaraş Turizm'in çağrı merkezini 12.26'da aramama rağmen koltuk numaram değişmiş olduğu için görünmüyordu. Bugün otogara gidip sorduğumda seferimin 21.45'e ertelendiğini bana sormadan ve bilgi vermeden son dakika öğrendim. Bileti iptal edip başka bir firmadan bilet almama fırsat verilmiyor. Herkesin zamanı kısıtlı saat yazılmasın o zaman. Biz onlara göre olmayalım kafalarına göre değişiklik yapabiliyorlar. Bize sormadan bu tür değişiklikler yapmalarından şikayetçiyim.
508,TurkNet internet firmasında faturam otomatik ödemedeydi. Otomatik ödemeden çıkmak istedim olmadı. Müşteri hizmetleri ile iletişime geçtim onlar da iptal edemediklerini söylediler. Web sitesinden yapın dediler fakat bilgisayarım yok. Yazılım ekibine iletileceğini ve bunun birkaç hafta sürebileceği söylendi. Ben faturamı otomatik ödeme ile ödemeyeceğimi söyledim. Kendi sistemlerindeki sorunu bana yansıtamazlar birkaç hafta daha bekleyemem. Siz niye çözüm ekibisiniz o zaman dedim ve cevap verilmedi. Bekledim işlem yapılıyor diye. Sonrasında telefon suratıma kapandı.
509,Bi’şey deneyelim mi birlikte?😉152 Yıllık merhamet çınarımız @Kizilay’ın takipçi sayısını 1 Milyon+ çıkaralımHerkes en az bir dostunu haberdar etsin📣Kan&amp; plazma vs sorularınız için➡️ @KizilayDestekFor English ➡️@RedCrescent بالعربية➡️@hilalahmartr O zaman RT lütfen 🙏
510,Sayın Muhammed D******** müvekkil firmamıza ait borcunuzu icra takibi başlamadan faiz indirimi ile ödeme yapmak için 0533****730 numarasını arayınız.' şeklinde Metka Hukuk tanımlı bir numaradan bu mesajı aldım ve kendilerini verdikleri numaradan aradım. Geçen yaz Instagram üzerinden aldığım ürünü sözde almamışım ve ürün zarar görmüş. Bu ürünü teslim aldım (2 adet detoks etkili krem) ve ödemesini kargocu arkadaşa kapıda ödeme yöntemi ile yaptım. Kapıda ödeme yönteminde kargocuya parayı vermezseniz ürünü teslim alamazsınız. Ben ürünü aldım ve birini kullandım etkisini göremeyince diğer kutuyu çöpe attım. Kişi ile konuşurken konuşmamızın benim güvenliğim için kayıt altına alındığını söyledi ve ben de beni aydınlatamadıktan sonra hitap şekli yanlış ve hızlı olduğu için sonuçta hukuk bürosunda çalışan bir kişinin doktor yazısı şeklinde değil tane tane açıklayıcı bir şekilde karşı tarafı bilgilendirmesi gerekiyor. Zaten karşı taraf konuşamadıktan sonra ben sinirlendim ve 'gidin başkasıyla konuşun' tarzında söylemde bulundum çünkü hem ödemesini yaptım hem ürünü alıp kullandım yani ürünleri ve satıcı bir zarar görmedi. Sonuca gelecek olursak ben bu kişilerin dürüst olmadığını düşünmekteyim. Değilse bile ses kaydımız mevcut benim hangi tarihte hangi kargo firmasından hangi ödeme yöntemi ile alışveriş yaptığım belli. Ben bu ücreti ucunda hapse girmek olsa bile ödemeyeceğim. Para söz konusu değil benim gibi birçok kişi var şikayetini belirten. Bu kişilerin hukuk bürosunu Google'da aratıp orada bulunan numarayı aradığımda telefona çıkan olmadı (14:00 - 14:25 arasında aradım). Herhangi bir mesuliyet kabul etmiyorum. Ürün değeri ne ise kapıda ödeme yöntemi ile ödemesi yapılıp kullanıldı. Ha kargocu işin başka yönünü bulmuştur bilemem ama dediğim gibi o ürün alındı ve kullanıldı parası da ödendi. Gidin bana teslim eden kargo firması ve kargocu ile görüşün. Üstelik üzerinden 1 yıl geçmiş bu zamana kadar neredeydiniz? Hadi maksimum 90 gün geçsin üzerinden.
511,ek hesabım ekside her ay sonu bunun faiz tutarı hesaplanıp işletiliyor. Peki bu faiz ödemesini nasıl yapmam gerekiyor? hesaba (faiz tutarı kadar) para girişi mi olmalı?Aşağıdaki mesajın anlamı nedir 4 günlük gecikme ?@VakifBank @VakifBankDestek
512,06.05.2024 tarihinde garantisi devam eden OnePlus Nord 10 telefonumu ekrandaki mürekkep benzeri görüntüler nedeniyle Adana KVK servisine getirdim. Serviste yapılan ön inceleme neticesinde telefonun iç ekranının kırık olduğu söylendi ve garanti kapsamında olmadığı bildirildi. Ben de tamirat için ücret bilgisi rica ettim. Bunun üzerine parça tedarikçisinden fiyat istendi ve tarafıma bildirilen ücreti peşin olarak ödedim. Ürünün 20 gün içinde tamir edileceği ve sonrasında teslimat için tarafımla iletişime geçileceği bilgisi verildi. Bugün 19.06.2024 yani 43 gün geçti ve hala onarım için parça beklendiği bilgisi verilmektedir. 20 iş gününden sonra gerek servis noktasına gitmek gerekse telefonla görüşmek suretiyle birçok kez iletişime geçtim ama aldığım cevap hep aynıydı: \
513,Bu hafta ikinci oluyor @DominosTR ;Hiç eğip bükmeyeceğim sipariş iptal edip bunu haber vermemek tam anlamıyla OR.SPU ÇOCUKLUĞUDUR bunu yapan Pendik esenyalı şubeniz ve buna izin veren siz bu tanımın karşılığısınız? @DominosDestek dâhil
514,Ülkemizden global bir borsa çıkmamasına şaşmamalı her ani harekette neden bu kadar makas farkına maruz bırakılıyor kullanıcılar? Bu sorun neredeyse bütün yerli borsalarda var Btctürk özelinde bütün yerli borsalaradır bu sitemim...@BtcTurkDestek @btcturk @btcturkpro
515,17.06.2024'te öğle vakti sahibinden. Com kanalı ile param güvende ile e*** ç**** adlı 0555***6030 telefonla sahibinden.com üzerinden. Bosch marka buzdolabı almak için 9250 TL k***** ç**** adına QNB Finansbank para yatırdım açıklama bölümüne de buzdolabı alımın dair ödeme yazdım.\n\nE*** ç**** bana yarım saat içinde sahibinden. Com'dan dönüş yapılacağını söyledi fakat cevap vermedi. Muhasebeci u*** isminde bir şahısta referans numarası girmedin bahanesiyle yeniden para istedi. Telefonlarıma cevap vermiyor paramın bana geri iade edilmesini istiyorum. U*** ö***** 0505***6710 bu şahıslardan şikayetçiyim.
516,Koçtaş müdürünün görevine dair bilgi sahibi olmaması şube ile bilgi sahibi olmaması ve müşteriyle nasıl diyalog kurması gerektiğini bilmemesi Koçtaş'ın devamlı müşterisi olarak bizleri derinden üzmüştür. 1200 TL'ye aldığım sandalyenin iade kodu ve faturası olduğu halde Koçtaş'ın iade almadığını ve böyle bir uygulamanın olmadığını kaba bir biçimde söyleyerek bizi mağdur etmiştir. Acil olarak yetkilinin Vega AVM Koçtaş müdürüne tüketici hakları ve Koçtaş prosedürünü anlatmasını ve mağduriyetimizin giderilmesini istiyorum. Tüketici haklarına da başvuru yapacağız. Başkalarının mağdur edilmemesi adına Vega AVM Koçtaş'ın bizi ikinci kez mağdur etmesi üzücüdür.
517,Bilmediğimiz bir Çernobil tarzı patlama mı oldu ?@iski_destek @kadikoybelediye @IBBcozummerkezi
518,Payfixte hiçbir banka hesabından para çekemiyorum. Her bankada geçici süreliğine kullanılamıyor başka banka deneyin diyor ama sorun bankalar değil ne zaman çözülür. Yaklaşık birkaç saattir bu sorun var paramı çekmek istiyorum fakat hiçbir bankadan çekemiyorum ilgilenirseniz sevinirim\nYardımcı olur musunuz.
519,Belirtilen ısı koruma süreleri doğru değil.Termosu önceden isitarak kullansam da 4-5 saate baya bir ılık hale geliyor icine koyduğum çay.
520,Hersez böyle yer ayıra biliyormu @BahcelievlerBel @BevlerDestek
521,Allah Razı Olsun @enerjisa @enerjisadestek 6 Gün Sonra İletişim Kurduğunuz İçin ☺😊☺
522,Arçelik TV kullanıcısıyım daha önce hiç internete bağlamış değiliz. Sürekli kablosuz bağlantı aparatı çıkarıldı ve takıldı diye yazı geliyor ekrana bu yazı gerçekten sinir bozucu. Sorun ne olabilir yetkililerden yardım bekliyorum. Acil bir şekilde bu arıza bizi Arçelik'ten soğutuyor. Yardımcı olur musunuz.
523,@VodafoneDestek @mygottt 100 kere verdim. Burdura gidiyorum her sene 2 ay kanser. geçti artık taşıdım hattı. Geçmiş olsun
524,Para çekme talebinde bulundum param PayFix'e geçti ama geçici süreliğine aktif değil. Şöyle bir durum da var; hiçbir banka aktif değil. Param PayFix'te ve çekemiyorum. Acilen bir çözüm yolu bulun paramı istiyorum. Aksi halde sizleri şikayet edeceğim.
525,7070' den sürekli reklam mesajları geliyor. sms engellemesi yaparsanız sevinicem @VodafoneDestek
526,@OKTAYAKBABA Merhaba Oktay Akbaba konunun takibi ve incelenmesi için misafir.iliskileri@flypgs.com adresimize mail atmanızı rica ederiz.
527,Türbanlı adayları dikkate almayacak olan @destekyayinlari yarın “yha elemanımız yanlış yazmış bla bla” şeklinde kıytırık bir özür veya açıklama getirir bizde inanıp ! yayınevine karşı iyimser davranırız. Çok iyimser ve çok unutkanız !!
528,Kokusu güzel ve gerçekten terlemeyi önlüyor. Fakat yeni traş sonrası koltuk altına sıkıldığında aşırı yanma yapıyor. Bu bilgiyi herkes vermez :)
529,Ev interneti için başka bir firmadan hizmet alıyorken Turkcell Superonline'a geçmek istedim. İnternetten online başvuru yaptım kimse aramadı. Sonra müşteri hizmetlerini aradım bana mevcut internetimi kapatmam gerektiği söylendi. Kapattım interneti. 1 hafta oldu hala ne arayan var ne soran. Evimde internet yok mobil veri kullanıyorum. Bu Turkcell'in müşteriye çektirdiği eziyet resmen. Hangi devirde yaşıyoruz da eve internet kurulumu için gelmek 1 hafta sürüyor. Deveyle mi geliyor arkadaşlar yoksa dumanla mi haberleşiyorsunuz? Cidden bu çileyi 3 kuruş ucuz internet verip yaşatmanın nasıl bir izahı var merak ediyorum. Müşteriyle o kadar ilgilenmiyorlar ki başvurdum ama umurlarında değil diye düşünüyor insan.
530,#BBM 'cilere müjde! @BlackBerry ‘nin yeni modeli #Curve9320 şimdi Avea bayilerinde! @blackberrytr
531,Bütün #hisse senetleri artarken sizinki de düşüyorsa endişelenin tamam fakatneredeyse bütün borsa düşüşteyken sizin yatırımınız da düşüyorsa endişelenecek birşey yok.#olağanüstü bir durum sadece.Düzelecek.#BorsaIstanbul #borsai̇stanbul #Finansal #EKONOMİ #endex #coronaturkiye
532,Yine elektriklerimiz kesildi hayatını makinalara bağlı yaşayan hastaları düşünün elektriğin bizler için ne derece önemli olduğunu daha ne kadar anlatabiliriz sizlere😡😡 @enerjisadestek @enerjisa @toroslardestek
533,Bağlattığımdan beri fiyatın sabit kalacağı söylenmesine rağmen defalarca zam yapıldı. İnternet sık sık kesiliyor veya dalgalanıyor. Müşteri hizmetlerini aradığımda genellikle 'bizimle ilgili bir durum değil' yanıtını alıyorum. Daha önce de buraya yazmıştım. Müşteri hizmetleri aradı ancak konuyla ilgisiz açıklamalar yaparak yine 'bizimle ilgili bir durum yok' dedi. Üstelik konuştuğum kişi kendine iyi puan aldırmayı başardı. Adresim kayıtlı lütfen sorunu yerinde inceleyin ve bu duruma bir çözüm bulun. Artık bu sorunlar yüzünden çok yoruldum ve bir çözüm istiyorum.
534,Aldığım ürün için Kargolandı sms i geliyor fatura detayında kargo takibi yapmak istediğimde hata veriyor firmayı arıyorum @YurticiKargo nun kargoyu kabul etmesini bekliyorlarmış? Madem öyle neden kagolandı sms i gönderiyorsunuz? @colins @YurticiDestek
535,Türk Telekom TTNET'in adını vererek abonelik başlattılar. 239 TL aylık ücret dediler 440 TL alıyorlar. İnterneti hiç kullanmadım 2. günü iptal ettim fakat iptal etmemişler. Her ay 440 TL fatura çıkıyor. Türk Telekom'a sorduğumda öyle bir firmayla bilgimiz yok diyorlar. Müşteri hizmetlerini arıyorum milattan önce kalmış ıslak imza falan filan muhabbetlerine giriyorlar. Bir de iptal etmek için cayma bedeli talep ediyorlar. Kullanmadığım bilmediğim internet için benden fatura talep ediyorlar. Geçen gün 500 TL fatura ödedim sistemlerinde ödenmemiş gözüküyor. Mahkemeye başvuracağım. En kısa sürede sorunumun çözülmesini istiyorum. Bana 0531******120 numaradan ulaşın.
536,Türk Telekom Yeni Emniyet 20 tarifesini kullanıyorum. Tarife detaylarında 7 gün yurt dışı kullanım ücretsiz yazdığı halde günlük 199 ₺ faturaya yansıtılmış. Müşteri hizmetleri ile görüştüğümde de \naynı şekilde ücretsiz olduğu yönünde bilgi aldım ama uygulamada ücret alınmış görünüyor. Gereğinin yapılmasını talep ediyorum.
537,http://www.turktelekom.com.tr/ :html validation failed.AND has 12 css errors.
538,Girişimci kadınlara işyeri açma fırsatı: Özlem Denizmen girişimci olmak isteyen ama maddi yeterliliği bulunmayan ... http://bit.ly/asIvWi
539,Fiyat performans
540,Müşteri temsilcinizin vermiş olduğu YANLIŞ bilgiye istinaden ikinci kez yeniden web sitenizden bilet almak zorunda kaldım. Şimdi ise içerideki bakiyemi iade etmiyorsunuz. Ses kayıtlarımı bana iletin tüketici haklarına başvurmak istiyorum. @tssdestek @thy #thy #thymağduriyet
541,Yıl olmuş 2023 hala şoförün sigara içmesi sorununu yaşıyoruz ☹️☹️ @Otobusisyan @iettdestek
542,Siz şaka mısınız ya ? @DSmartDestek
543,Burç üyeliği yapmışlar iptal edemiyorum. Bilgimiz dahilinde nasıl yaparlar? Böyle bir şeyi aylık 72 lira ekstra ödeme yaptık. Para iadesi istiyorum. Şikayetçiyim. Fatura anneme ait mesajları okuyabilecek biri olsa zaten iptal ederdi. Telafi edin.
544,4 gündür Millenicom internet aboneliğimi iptal etmek istiyorum ama ne web sitesinden ne de müşteri hizmetleri numarasından bu konu ile alakalı hiçbir menü bulamıyorum. Üstelik birebir telefon görüşmesi yapabileceğim bir seçenek de yok. Karşımda bir muhatap bulamıyorum. WhatsApp'taki telefon numarasında da yapay zeka ile bu konuyu görüşmeye çalışıyorum ama o da müşteri hizmetleri numarasına yönlendiriyor ama orada da internet abonelik iptali ile ilgili hiçbir menü yok. Böyle bir durum olamaz. İnsanların aklı ile alay ediyorlar resmen.
545,Ben yıllardır Hepsiburada Premium müşterisiyim ve sürekli alışveriş yaparım. Çarkıfelek isminde oyun yapıp sistemi tamamen kaybettirmeye yönelik hazırlamışsınız sürekli sıfırda durmakta. Sizi kınıyorum. Umarım bu yorum ilgili birime de ulaşmıştır. Oyunun ismini de çarkıfırıldak olarak düzeltin.
546,Avva'dan almış olduğum ürünü 11 Haziran'dan beri Kargam Sende kargomu teslim etmiyor. Arıyorum açmıyorlar. Arayan soran da yok. Bugün bir bayan açtı. Sonunda o da iki adres gözüküyor diyor. Nasıl bir durum iki adres? Bir de demez mi adresi değiştirin belki pazartesi teslimat olabilir. Ne tuhaf bir kargo firması kargomu Bursa'da benden başka her yere götürüp gezdiriyorlar teslimat yapmıyorlar. Bir de aramıyorlar! Bu kargo firması kadar işini düzgün yapmayan bir firma görmedim. Ne çalışanı düzgün ne hizmeti. Bir kargo 10 gün olmuş nasıl teslimat yapamaz. Kargoda büyük sıkıntılar yaşarsınız.
547,Boydak’tan enerji atağı: http://kobidestek.org/boydaktan-enerji-atagi/
548,19.06.2024 tarihinde saat 14.00'te İzmir'den kalkıp Van'a varacak olan Best Van otobüsünde satın almış olduğum 12 numaralı koltuktan kaldırılıp başka bir koltuğa yerleştirildim. Bu da yetmezmiş gibi Tatvan'da oturtulduğum 13 numaralı koltuğa Tatvan'dan Van'a satın alım yapılmıştı. Bir hanımefendi gelip yerini isteyince mecbur kalktım. Sonrasında muavin beni 7 numaralı koltuğun boş olduğunu ve oraya oturabileceğimi söyledi. Bu da yetmezmiş gibi yol kenarında arabayı dinlendiriyorlardı. Nedenini sorunca aracın ikinci seferi olduğu söylendi. Çok kötü bir firma.
549,3 ay sonunda parçalar geldi ama yanlış geldi iyi mi! @anadolusigorta @ASYardimbana parça sağlama hızınızla aston martin kullanıyormuşum hissini verdiğiniz için teşekkürler 🤬
550,Kamu kurumu değil mi bu banka da???Doğru düzgün çalışmıyor hiç@VakifBankDestek
551,@SetrabetDestek Spor225907429
552,Arkadaşlar dominostan pizza iade etmeyin çünkü ödemiyorlar.. @DominosTR @DominosDestek kaç hafta oldu koskoca Domino's bi incelemeyi bitiremedi alt tarafı iade.. yazık. Bi daha da almayacağıma söz verdim.
553,@SetrabetDestek Kullanici İD:323126036 frebet istiyorum
554,Merhabalar\n13.06.2024 saat 18:24'te F**** adındaki kasiyerden çadırı iade etmek istediğimizde çadırın yırtık olmasından dolayı tereddütte kaldık. Ancak kasiyeriniz hiçbir sorun olmadığını söyledi. Biz çadırı Bursa Seyhanlar yanı BİM'den aldık. 14.06.2024 tarihinde tatile çıkarak ben ve 5 kişilik ailem çadır yüzünden mağdur kaldık. Çadırın iadesi için yazmıyorum; 2600 TL ile ne zengin olurum ne de fakir. Tatil sonrası şubenize giderek derdimizi anlattık ancak F**** Hanım bizimle dalga geçti. Gereğinin yapılmasını arz ederim.\nÇalışmalarınızda kolaylıklar dilerim.\nÇalı Mah. Bursa Cd. No: 40/A 40/B 42/A 42/B Nilüfer Bursa\nE**** G*****\n0533*****49 07
555,Tavsiye ederim.
556,Yanlışlıkla pos cihazından yaptığım harcama sonucu mağduriyetim 14 Haziran 2024 tarihinden beri devam ediyor. Gerekli yazışmalardan sonra size dönüş yapacağız denildi fakat ne dönüş yapıldı ne de müşteri temsilcinize ulaşamıyorum. Bu konuyla ilgili Ticaret Bakanlığına ve Cumhuriyet Başsavcılığına şikayette bulunacağım.
557,#Digiturkukiniyoruzburasi cozum noktasi olsun diye baslatildi! @DigiturkDestek hatti telefonumu istediniz gonderdim niye aramiyosunuz?
558,1036002416 nolu siparişin iptal sürecinin başlatilmasını istediğim hâlde bir gelişme yaşanmadı Yurtiçi kargonun ürünün düzgün paketlenmemesi sonucu kırık çizik parca parça geldi Yurtiçi kargo ile görüşün Ürünün iadesini alınÜrünü sağlam teslim etmek göreviniz @KoctasDestek
559,@ZiraatDestek Merhaba Neden hicbiryerde atm‘nizi bulamiyoruz ya da bildigimiz yerden Neden kaldiriliyor? Yakinimda 2 avm var Ve birinde varken kaldirildi🙄???
560,Son zamanlarda yaşanan elektrik kesintisi ve sonrası bizi çok mağdur durumda yız gerçekten bu süreçte aradığımız zaman saat veriyor sunuz herelde bizleri oylamak adına bilgi vermek için olsa gerek şunu söylemek istiyorum ekiplerin çalışmalarını pek görmediğim kesin. @BEDASDestek
561,Aslında çok seveceğimi düşünerek sipariş ettim. Ancak gelen ürün delikli ve kullanılmış gibi. İade etmek zorunda kaldım.
562,@ZKdestek Müşteri değilim müşteriniz olmak için 12 milyonluk leasing teklifi almak için Kayseri merkez şubenizi en az 20 kere aradım. Hiçbir birim telefonu açmadı. Bildirime gerek yok kendiniz arayın deneyin görün.
563,Mahallemiz sakinleri olarak @VakifBankDestek Atm talep ediyoruz 05382998000Yenişehir Mahallesi/Merkezefendi-DENİZLİ
564,@VodafoneDestek tarife değişikliği iptali
565,Payfix elektronik bankacılıktan 2 gündür çekim yapamıyorum. Mağdur ediyorsunuz. Bütün banka hesaplarını denememe rağmen hiçbirini kabul etmiyor para gönderiminde bir problem yok ta çekimde neden oluyor. Bugüne kadar hiç böyle bir şey olmamıştı lütfen yardımcı olun
566,Satın aldığım/bana gelen.Rezaletinize lütfen bir de burdan bakın.Hayır şunu gönderdiğiniz yetmiyor karşımda muhattap bulamıyorum inanılmaz.@ciceksepeti @csdestek
567,@Anadolu_Sigorta poliçemizde de hakkımız 2 kere olarak yazıyor.@Anadolu_Sigorta @ASYardim #anadolusigorta#anadolusigortapismanliktir
568,@SetrabetDestek 180143955SPOR BONUSU#slot oyunlarıyla eğlen#denemebonusu nu al#canlıcasino ile para kazan
569,Diğer operatörler çıldırmış gibi internet dağıtırken ben her hafta çarktan aynı sitenin indirimini kazanıyorum bakın KULLANMIYORUM artık yeter@VodafoneDestek
570,Kurbanlık fiyatları dudak uçuklatıyor: Kırmızı ette yaşanan fiyat artışıyla beraber ithal et yöntemini devreye sok... http://bit.ly/9yeYI8
571,10 yıldır D-Smart internet kullanıcısıyım. Şimdiye kadar sürekli internet kesintisi yaşadım. İnternet hızım düşük olduğunu belirtmeme rağmen kimse geri dönüş yapmadı. Ayrıca Aralık ayında iznim olmadan otomatik taahhüt yenilemesi olmuş. Ve bunu belirttiğim zaman benimle dalga geçer ''gibi sizi aramadılar mı? Telefonunuzu kontrol edin'' diye söylediler.\n\nBu kadar şeyi geçtim. 23 Mart tarihinden beridir internet hizmeti alamıyorum. Bu nedenle interneti kapatma kararı aldım. Sonra nedense bir türlü ulaşamadığım D-Smart müşteri hizmetleri her gün beni aramaya başladılar. İnterneti kapatmayın diye. En son dün arayıp aboneliğimi sonlandırmazsam 24 saat içerisinde teknik servis yollayacaklarını belirttiler. Tamam dedim.\n\nTahmin edin ne oldu? 24 saat geçti ve beni arayan yok. Her gün arayıp internetinizi kapatmayın diye yalvaran DSmart müşteri hizmetlerine yine bağlanamıyorum. WhatsApp'tan iletişime geçince de belirtiyorum kısa sürede geri dönüş sağlanacaktır diye bilgi alıyorum. Resmen insanlarla dalga geçer gibi aboneliği sonlandırmayın internete de bağlanamayın teknik ekip te yollamayalım ama faturayı da geciktirmeyin diyorsunuz!
572,@gizkurtcebe Değerli Misafirimiz varsa talep numaranızı yoksa rezervasyon kodu ve iletişim bilgilerinizi bize mesaj atmanızı rica ederiz.
573,14 Haziran 2024 tarihinde 0850 466 20 50 numaralı telefondan arandım. Taahhüdümün ikinci yılında fiyatın 20 TL artacağını belirttiler. Bu duruma anlam veremedim. Sonrasında mail adresime hediye göndereceklerini ve tüm kanalların açılacağını söylediler ve onaylayıp onaylamadığımı sordular. Onaylamadım bilgi göndermelerini istedim. Ardından müşteri hizmetlerini aradım ve bu numaranın onlara ait olup olmadığını sordum. Numaranın onlara ait olmadığını ve itibar etmemem gerektiğini söylediler. 10 dakika sonra TÜRKSAT'tan bir mesaj geldi ve bana support üyeliği tanımlanmış ve taahhüt yapılmış. Böyle bir şeyi kesinlikle onaylamadığım halde bu işlem yapılmış. Tekrar müşteri hizmetlerini aradım ve bu numaranın TÜRKSAT’ın satış kanalına ait olduğunu öğrendim ve paketin iptalini gerçekleştirdim. Bana böyle bir paketten kesinlikle bahsedilmedi ve onaylamadım. Bu nedenle senelerdir kullandığım TÜRKSAT üyeliğimi iptal edeceğim ve kesinlikle uzak duracağım. Gerekli tüm yerlere de şikayetimi bildireceğim. Koskoca firmanın böyle ucuz numaralara ihtiyacı mı var? Sizden şikayetçiyim ve büyük bir hayal kırıklığına uğradım.
574,Evet güzele benziyor ama asla işe yaramaz . Çünkü şarji çok az gidiyor 6 saat şarda bırakıyorum ilk 5 dakika  çok iyi yanıyor. Sonra ikinci 5 dakikada şarj bitiyor. Aksini idaa eden varsa hediye edebilirim kendisine
575,@btlynk46 @btlynk46 Merhaba telefon numaranızı DM üzerinden alabilir miyiz?
576,45 gün önce Arçelik bayiden aldığımız klimanın motoru bozuk çıktı. Gittiler geldilerdeğiştirilecek dediler. Bugün için 9-11 arası gelip takacağız dediler. Ne arayan var ne soran. .. Kime şikayet edip hakkımızı savunacağız?? @ArcelikDestek
577,Hesabımdan izinsiz para çekilmiş. Google Helppay adı altında hesabımdan iznim ve onayım olmadan 58 TL para çekilmiş. Paramın iadesini istiyorum. Çekilen paranın bir an önce hesabıma geri aktarılmasını rica ediyorum. İznim olmadan hesabıma ulaşılması da bir garip.
578,Farklı markalarda kullandım ama bunun gibi koruyana denk gelmedim.
579,@SetrabetDestek #setrabet1855512831Antwerp Başakşehir
580,Numaralı abone: 2805370883\nGöknet interneti yaklaşık dört yıldır kullanıyorum. Ama hızı asla onların duyurduğu gibi değil. İnternete yalnızca bir cep telefonu bağlı ancak internet bu nedenle yavaş. İster sabah olsun ister gece olsun hiçbir zaman doğru ve gerçek bir hiza sahip değildir. Bu durumdan gerçekten çok sıkıldım. Her şikayet ettiğimde biri beni aradı ve hızın makul olduğunu söyledi. Gerçekten başka ne yapacağımı bilmiyorum.
581,13.06.2024 tarihinde Aksaray özel maya kadın doğum hastanesinden doğum gerçekleşti bayram tatiline sürecinden herhangi bir sorun yaşarsanız. Hasan dağ poliklinikte tedavi görebilirsiniz dediler. 18.06.2024 tarihinden bebeğim devlet hastanesinden sarılık testine götürdüm testler sonuçlar da sarılık sınırında olduğunu söylediler.\n\nUzman doktor gösterilmesi gerektiğini söylediler ve bunun üzerine tavsiye ettikleri hasan dağ polikliniği aradım söylemiş oldukları doktor izine çıktığını söylediler. Tekrar maya Hastanesi aradım doktorlarımız olmadığını söylediler ben ücreti ile tedavi gördüm param ile rezil oldum.
582,Merhaba\nYıllardır Superonline abonesiyim. Aboneliğim dolmadan neredeyse iki ay önce arayan müşteri hizmetleri ℅100 ün çok üzerinde bir artışı yıllardır abonesi olmama rağmen bir lütuf size özel bir fiyat diye sundu. Oysa diğer firmalar dan çok daha cazip ve uygun öneriler var. Eski abonelikleri tabiri caizse çantada keklik gören bu anlayışı kınıyorum. Bu şartlarda cazip bir teklif gelmezse operatör değişikliği yapacağım. Tahmin ederim ki benim gibi binlerce abone var. Bu aşırı zamlar son bulmalı
583,Turkcell yöneticileri nerede... \nTürk Telekom İnternet kullanıcısıyım Turkcell'e geçtim ikna ettiler hem kampanyanın içeriği hem de cayma bedeli ödemesinde dolayı. Şimdi tek taraflı kampanya değiştirilmiş elime ulaşılmamış kampanya dahildeki hızlandırıcı depoda olmadığı için beni farklı bir kampanya geçirmişler bir de beni suçlu buluyorlar. Sonuç olarak benlik bir durum değil cihazı elime ulaştırmayan sizsiniz hadi anladık yok cihaz bununla ilgili başka bir çözüm bulmak yerine sanki problem benden kaynaklı gibi kampanyadan çıkartıyorsunuz. Gelelim müşteri temsilcisine eksik bilgiden dolayı şikayet oluşturduk konuşmalar nasıl dinleniyor anlamadım şikayetlerime olumlu dönüş olmuş ama çözüm yok. Şu an hem Turkcell faturası hem Türk Telekom faturasını ödüyorum hak mi bu. Lütfen yöneticiler temsilcilerinizin seslerini dinleyin yalan yanlış paket değişiklerindeki arti puan için bizleri kanıyor. Sizde sesiz kalıyorsunuz.
